Tabelle: 82111-0011
VGR der Länder (Entstehungsrechnung) - Bruttowertschöpfung;;;;;;;;;;;;;;;;;
zu Herstellungspreisen (nominal): Bundesländer, Jahre,;;;;;;;;;;;;;;;;;
Wirtschaftszweige;;;;;;;;;;;;;;;;;
VGR der Länder: Entstehungsrechnung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bruttowertschöpfung z.Herstellungspr.i.jew.Preisen (Mill. EUR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Bundesländer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Baden-Württemberg;;Bayern;;Berlin;;Brandenburg;;Bremen;;Hamburg;;Hessen;;Mecklenburg-Vorpommern;;Niedersachsen;;Nordrhein-Westfalen;;Rheinland-Pfalz;;Saarland;;Sachsen;;Sachsen-Anhalt;;Schleswig-Holstein;;Thüringen;
2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ08-A;Land- und Forstwirtschaft, Fischerei;1975;e;3540;e;7;e;980;e;11;e;79;e;798;e;980;e;3698;e;2695;e;1851;e;56;e;926;e;1039;e;956;e;707;e
WZ08-B-F;Produzierendes Gewerbe;129230;e;131358;e;15800;e;12991;e;6259;e;13837;e;48950;e;6123;e;61581;e;144041;e;33179;e;8935;e;25234;e;14668;e;14906;e;13847;e
WZ08-B-E;Produzierendes Gewerbe ohne Baugewerbe;115653;e;113353;e;12852;e;10034;e;5536;e;11969;e;42211;e;4405;e;52276;e;127013;e;28666;e;7857;e;19801;e;11830;e;11967;e;11115;e
WZ08-B;Bergbau und Gewinnung von Steinen und Erden;328;e;450;e;23;e;323;e;4;e;206;e;117;e;28;e;1941;e;830;e;163;e;34;e;270;e;367;e;111;e;36;e
WZ08-C;Verarbeitendes Gewerbe;107097;e;103609;e;9531;e;6743;e;4645;e;9999;e;37409;e;3298;e;44105;e;104742;e;25434;e;6702;e;15944;e;9367;e;9705;e;9754;e
WZ08-D;Energieversorgung;6273;e;6977;e;1376;e;2074;e;602;e;1018;e;3303;e;525;e;4411;e;15131;e;1366;e;766;e;2437;e;1195;e;1483;e;594;e
WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1954;e;2318;e;1922;e;894;e;285;e;747;e;1382;e;554;e;1819;e;6309;e;6309;e;355;e;1149;e;901;e;669;e;730;e
WZ08-F;Baugewerbe;13578;e;18005;e;2948;e;2957;e;723;e;1869;e;6739;e;1718;e;9305;e;17028;e;4513;e;1077;e;5433;e;2838;e;2938;e;2732;e
WZ08-G-T;Dienstleistungsbereiche;217774;e;276353;e;78414;e;37404;e;17865;e;73054;e;157998;e;24541;e;140887;e;359121;e;67758;e;18531;e;60328;e;30724;e;50033;e;29141;e
WZ08-G-J;Handel, Verkehr, Lagerei, Gastgewerbe, Inf. u.Kom.;66047;e;79662;e;18370;e;9637;e;6778;e;28638;e;46637;e;6175;e;39138;e;106401;e;19638;e;5338;e;16069;e;7612;e;14668;e;6810;e
WZ08-G-I;Handel, Verkehr und Lagerei, Gastgewerbe;50401;e;60041;e;11949;e;8385;e;5957;e;23032;e;36569;e;5554;e;34028;e;81266;e;15863;e;4414;e;12897;e;6707;e;12764;e;5965;e
WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;34648;e;38642;e;6213;e;4746;e;2556;e;10805;e;21122;e;2795;e;20269;e;54431;e;10564;e;2746;e;7365;e;3872;e;7763;e;3567;e
WZ08-H;Verkehr und Lagerei;11232;e;14715;e;3732;e;2864;e;3086;e;11032;e;12308;e;1798;e;10782;e;20492;e;3711;e;1337;e;4149;e;2187;e;3645;e;1790;e
WZ08-I;Gastgewerbe;4521;e;6685;e;2004;e;775;e;315;e;1195;e;3138;e;961;e;2977;e;6343;e;1588;e;331;e;1384;e;648;e;1357;e;608;e
WZ08-J;Information und Kommunikation;15647;e;19620;e;6420;e;1252;e;821;e;5607;e;10069;e;621;e;5110;e;25135;e;3775;e;924;e;3172;e;906;e;1904;e;845;e
WZ08-K-N;Finanz-,Vers.-,UnternehmensDL,Grundst.-,Wohnungsw.;85579;e;114952;e;31001;e;13210;e;5719;e;29381;e;72036;e;7710;e;53833;e;134968;e;23351;e;6617;e;20262;e;10020;e;17321;e;9174;e
WZ08-K;Erbringung v. Finanz- u. Versicherungsdienstleist.;16576;e;21802;e;4540;e;1057;e;1073;e;5927;e;18469;e;694;e;8797;e;23647;e;4081;e;1265;e;2394;e;1064;e;3052;e;928;e
WZ08-L;Grundstücks- und Wohnungswesen;33913;e;47232;e;13102;e;7618;e;2097;e;9923;e;23159;e;4365;e;22184;e;58514;e;11569;e;3063;e;9200;e;5022;e;9071;e;4702;e
WZ08-M-N;Unternehmensdienstleistungen;35090;e;45918;e;13359;e;4535;e;2548;e;13531;e;30408;e;2651;e;22851;e;52807;e;7701;e;2289;e;8668;e;3933;e;5198;e;3545;e
WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;21360;e;27198;e;8725;e;2303;e;1423;e;7658;e;17362;e;1212;e;10307;e;31592;e;4221;e;1369;e;5037;e;1853;e;2727;e;1827;e
WZ08-N;Sonstige wirtschaftliche Dienstleistungen;13730;e;18720;e;4635;e;2232;e;1126;e;5873;e;13046;e;1439;e;12544;e;21216;e;3480;e;920;e;3631;e;2079;e;2472;e;1718;e
WZ08-O-T;Öff.u.s.Dienstleist.,Erziehung,Gesundheit,priv.HH;66147;e;81739;e;29043;e;14557;e;5368;e;15035;e;39325;e;10655;e;47917;e;117752;e;24770;e;6576;e;23998;e;13092;e;18044;e;13156;e
WZ08-O-Q;Öffentliche Dienstleistungen, Erziehung,Gesundheit;54257;e;66032;e;22924;e;12349;e;4308;e;11749;e;31775;e;9074;e;40144;e;95984;e;20701;e;5585;e;19963;e;11298;e;14859;e;11261;e
WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;16125;e;21253;e;8653;e;5197;e;1342;e;4178;e;10285;e;3968;e;14300;e;30817;e;7601;e;1935;e;6743;e;4200;e;5703;e;4129;e
WZ08-P;Erziehung und Unterricht;15015;e;16348;e;5677;e;2682;e;1144;e;2665;e;7865;e;1803;e;9924;e;23901;e;5129;e;1335;e;5157;e;2668;e;3322;e;2840;e
WZ08-Q;Gesundheits- und Sozialwesen;23116;e;28431;e;8594;e;4470;e;1822;e;4906;e;13625;e;3303;e;15920;e;41267;e;7971;e;2315;e;8063;e;4430;e;5834;e;4292;e
WZ08-R-T;Kunst,Unterhaltung,Erholung, sonstige DL, priv.HH;11891;e;15707;e;6119;e;2208;e;1060;e;3286;e;7550;e;1581;e;7773;e;21768;e;4069;e;991;e;4035;e;1794;e;3185;e;1896;e
WZ08-R;Kunst, Unterhaltung und Erholung;3192;e;4514;e;2264;e;614;e;424;e;1275;e;2159;e;448;e;2067;e;6060;e;998;e;242;e;1322;e;439;e;793;e;473;e
WZ08-S;Erbringung von sonstigen Dienstleistungen;7891;e;9909;e;3672;e;1539;e;597;e;1837;e;4928;e;1101;e;5114;e;14000;e;2701;e;674;e;2630;e;1312;e;2178;e;1381;e
WZ08-T;Private Haushalte;807;e;1283;e;183;e;56;e;40;e;174;e;463;e;32;e;592;e;1708;e;370;e;74;e;83;e;43;e;214;e;42;e
;Insgesamt;348979;e;411252;e;94221;e;51375;e;24135;e;86971;e;207746;e;31644;e;206167;e;505857;e;102788;e;27521;e;86488;e;46431;e;65895;e;43695;e
2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ08-A;Land- und Forstwirtschaft, Fischerei;2420;e;4739;e;7;e;1084;e;13;e;88;e;1026;e;1271;e;4995;e;3274;e;1677;e;67;e;1225;e;1355;e;1165;e;992;e
WZ08-B-F;Produzierendes Gewerbe;139909;e;143280;e;16426;e;13621;e;6204;e;14389;e;50881;e;6452;e;65562;e;148867;e;34931;e;9934;e;26154;e;14641;e;15891;e;14733;e
WZ08-B-E;Produzierendes Gewerbe ohne Baugewerbe;125617;e;124535;e;13246;e;10462;e;5451;e;12407;e;43956;e;4531;e;55566;e;130490;e;30099;e;8826;e;20411;e;11588;e;12861;e;11828;e
WZ08-B;Bergbau und Gewinnung von Steinen und Erden;366;e;493;e;8;e;339;e;5;e;257;e;116;e;28;e;1899;e;876;e;167;e;23;e;292;e;392;e;126;e;47;e
WZ08-C;Verarbeitendes Gewerbe;118476;e;116178;e;10307;e;7470;e;4671;e;10551;e;40135;e;3494;e;48389;e;110694;e;27065;e;7777;e;16905;e;9290;e;10876;e;10481;e
WZ08-D;Energieversorgung;4765;e;5335;e;1029;e;1723;e;460;e;782;e;2282;e;464;e;3231;e;11710;e;1048;e;618;e;2002;e;997;e;1121;e;487;e
WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;2010;e;2528;e;1903;e;930;e;315;e;817;e;1422;e;545;e;2047;e;7209;e;7209;e;408;e;1213;e;909;e;738;e;813;e
WZ08-F;Baugewerbe;14291;e;18745;e;3180;e;3159;e;752;e;1982;e;6925;e;1921;e;9996;e;18377;e;4832;e;1109;e;5742;e;3053;e;3031;e;2905;e
WZ08-G-T;Dienstleistungsbereiche;225986;e;290360;e;82341;e;38295;e;18628;e;73713;e;165114;e;25155;e;146975;e;373104;e;69972;e;18974;e;62800;e;31240;e;51279;e;30354;e
WZ08-G-J;Handel, Verkehr, Lagerei, Gastgewerbe, Inf. u.Kom.;70002;e;85715;e;19826;e;10220;e;7116;e;28807;e;48854;e;6319;e;41063;e;111142;e;20461;e;5608;e;17228;e;7865;e;15277;e;7528;e
WZ08-G-I;Handel, Verkehr und Lagerei, Gastgewerbe;53190;e;63554;e;12418;e;8873;e;6228;e;22746;e;37879;e;5689;e;35322;e;84751;e;16705;e;4635;e;13619;e;6921;e;13156;e;6323;e
WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;36569;e;40882;e;6274;e;5117;e;2633;e;10933;e;22063;e;2973;e;21361;e;57227;e;11152;e;2953;e;7912;e;4035;e;8114;e;3663;e
WZ08-H;Verkehr und Lagerei;11750;e;15550;e;3999;e;2955;e;3263;e;10517;e;12470;e;1699;e;10803;e;20671;e;3857;e;1326;e;4242;e;2215;e;3584;e;2020;e
WZ08-I;Gastgewerbe;4871;e;7122;e;2145;e;802;e;332;e;1297;e;3347;e;1017;e;3158;e;6853;e;1696;e;356;e;1465;e;671;e;1457;e;639;e
WZ08-J;Information und Kommunikation;16812;e;22161;e;7408;e;1346;e;888;e;6060;e;10975;e;630;e;5741;e;26392;e;3755;e;973;e;3609;e;944;e;2121;e;1205;e
WZ08-K-N;Finanz-,Vers.-,UnternehmensDL,Grundst.-,Wohnungsw.;88161;e;120554;e;32570;e;13398;e;6005;e;29523;e;75463;e;8026;e;56439;e;140706;e;23967;e;6772;e;20962;e;10133;e;17254;e;9602;e
WZ08-K;Erbringung v. Finanz- u. Versicherungsdienstleist.;16392;e;22581;e;4716;e;1114;e;1067;e;6017;e;20189;e;705;e;8975;e;24334;e;4071;e;1324;e;2448;e;1110;e;2852;e;973;e
WZ08-L;Grundstücks- und Wohnungswesen;35879;e;51272;e;13823;e;7782;e;2245;e;10289;e;24982;e;4717;e;24072;e;61668;e;12044;e;3134;e;9687;e;5141;e;9266;e;5023;e
WZ08-M-N;Unternehmensdienstleistungen;35890;e;46701;e;14031;e;4502;e;2692;e;13217;e;30292;e;2604;e;23392;e;54703;e;7852;e;2314;e;8827;e;3882;e;5136;e;3606;e
WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;22715;e;28208;e;9123;e;2195;e;1520;e;7987;e;17983;e;1196;e;10859;e;33130;e;4476;e;1308;e;5072;e;1745;e;2663;e;1817;e
WZ08-N;Sonstige wirtschaftliche Dienstleistungen;13175;e;18493;e;4908;e;2307;e;1172;e;5230;e;12309;e;1408;e;12533;e;21573;e;3376;e;1007;e;3755;e;2137;e;2473;e;1789;e
WZ08-O-T;Öff.u.s.Dienstleist.,Erziehung,Gesundheit,priv.HH;67823;e;84091;e;29945;e;14677;e;5507;e;15383;e;40797;e;10810;e;49473;e;121256;e;25545;e;6594;e;24610;e;13242;e;18748;e;13224;e
WZ08-O-Q;Öffentliche Dienstleistungen, Erziehung,Gesundheit;55462;e;67822;e;23775;e;12454;e;4412;e;12014;e;33185;e;9249;e;41454;e;99088;e;21315;e;5612;e;20544;e;11472;e;15587;e;11394;e
WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;16146;e;21499;e;8899;e;5240;e;1363;e;4252;e;10609;e;4052;e;14466;e;31330;e;7618;e;1944;e;6876;e;4280;e;5829;e;4127;e
WZ08-P;Erziehung und Unterricht;15710;e;17054;e;5939;e;2574;e;1194;e;2677;e;8331;e;1793;e;10333;e;24820;e;5391;e;1342;e;5203;e;2704;e;3444;e;2854;e
WZ08-Q;Gesundheits- und Sozialwesen;23607;e;29268;e;8936;e;4639;e;1855;e;5084;e;14245;e;3403;e;16655;e;42937;e;8306;e;2326;e;8465;e;4489;e;6314;e;4412;e
WZ08-R-T;Kunst,Unterhaltung,Erholung, sonstige DL, priv.HH;12361;e;16269;e;6170;e;2224;e;1095;e;3370;e;7613;e;1561;e;8018;e;22169;e;4229;e;982;e;4066;e;1770;e;3162;e;1830;e
WZ08-R;Kunst, Unterhaltung und Erholung;3420;e;4682;e;2384;e;624;e;408;e;1315;e;2183;e;435;e;2200;e;6282;e;1091;e;247;e;1349;e;473;e;791;e;472;e
WZ08-S;Erbringung von sonstigen Dienstleistungen;8120;e;10277;e;3597;e;1542;e;647;e;1878;e;4960;e;1092;e;5223;e;14166;e;2766;e;662;e;2630;e;1251;e;2156;e;1314;e
WZ08-T;Private Haushalte;821;e;1311;e;189;e;58;e;41;e;176;e;470;e;34;e;595;e;1721;e;373;e;73;e;87;e;46;e;215;e;43;e
;Insgesamt;368315;e;438380;e;98773;e;53001;e;24845;e;88190;e;217021;e;32878;e;217532;e;525246;e;106580;e;28975;e;90178;e;47236;e;68336;e;46079;e
2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ08-A;Land- und Forstwirtschaft, Fischerei;2453;e;4561;e;8;e;1191;e;30;e;82;e;922;e;1391;e;4941;e;3256;e;1883;e;68;e;1131;e;1479;e;1138;e;980;e
WZ08-B-F;Produzierendes Gewerbe;143452;e;147680;e;16027;e;14595;e;6866;e;15781;e;51365;e;6931;e;68055;e;151068;e;36523;e;10130;e;26376;e;16087;e;17108;e;15026;e
WZ08-B-E;Produzierendes Gewerbe ohne Baugewerbe;128542;e;128035;e;12790;e;11247;e;6077;e;13703;e;44085;e;4935;e;57740;e;131810;e;31543;e;9005;e;20375;e;12895;e;13795;e;12008;e
WZ08-B;Bergbau und Gewinnung von Steinen und Erden;381;e;533;e;12;e;402;e;5;e;270;e;114;e;31;e;2184;e;724;e;192;e;12;e;330;e;436;e;136;e;52;e
WZ08-C;Verarbeitendes Gewerbe;121544;e;118371;e;9839;e;7599;e;5204;e;11723;e;39878;e;3538;e;48807;e;110959;e;27879;e;7844;e;16520;e;9964;e;11090;e;10421;e
WZ08-D;Energieversorgung;4639;e;6464;e;1087;e;2330;e;543;e;861;e;2623;e;843;e;4600;e;12775;e;1589;e;719;e;2242;e;1591;e;1847;e;695;e
WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1977;e;2667;e;1853;e;915;e;325;e;849;e;1470;e;522;e;2148;e;7352;e;7352;e;431;e;1283;e;904;e;723;e;841;e
WZ08-F;Baugewerbe;14911;e;19645;e;3237;e;3348;e;789;e;2078;e;7280;e;1997;e;10315;e;19258;e;4980;e;1124;e;6001;e;3193;e;3313;e;3017;e
WZ08-G-T;Dienstleistungsbereiche;230182;e;297784;e;84384;e;38734;e;19063;e;74713;e;165485;e;24897;e;149768;e;376425;e;70970;e;18926;e;64360;e;31651;e;52539;e;30636;e
WZ08-G-J;Handel, Verkehr, Lagerei, Gastgewerbe, Inf. u.Kom.;70613;e;88703;e;20247;e;10411;e;7351;e;29393;e;48767;e;6082;e;40633;e;109652;e;20431;e;5379;e;17423;e;7855;e;15739;e;7149;e
WZ08-G-I;Handel, Verkehr und Lagerei, Gastgewerbe;52963;e;63958;e;12696;e;9057;e;6450;e;22972;e;37508;e;5438;e;34775;e;83899;e;16580;e;4344;e;13718;e;6870;e;13081;e;6172;e
WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;35800;e;40495;e;6485;e;5125;e;2550;e;10895;e;21634;e;2721;e;20605;e;55670;e;10538;e;2730;e;7528;e;3831;e;7906;e;3517;e
WZ08-H;Verkehr und Lagerei;11932;e;15748;e;3945;e;3093;e;3553;e;10706;e;12502;e;1647;e;10875;e;20852;e;4278;e;1256;e;4610;e;2347;e;3653;e;1987;e
WZ08-I;Gastgewerbe;5230;e;7714;e;2266;e;839;e;347;e;1371;e;3373;e;1071;e;3295;e;7377;e;1763;e;357;e;1580;e;692;e;1523;e;668;e
WZ08-J;Information und Kommunikation;17650;e;24745;e;7551;e;1354;e;901;e;6422;e;11259;e;644;e;5858;e;25753;e;3851;e;1035;e;3705;e;985;e;2658;e;977;e
WZ08-K-N;Finanz-,Vers.-,UnternehmensDL,Grundst.-,Wohnungsw.;90021;e;122964;e;33162;e;13275;e;6080;e;29324;e;74084;e;7574;e;58011;e;142227;e;24306;e;6803;e;21414;e;10198;e;17740;e;9721;e
WZ08-K;Erbringung v. Finanz- u. Versicherungsdienstleist.;16714;e;23829;e;4784;e;1143;e;1001;e;6169;e;19959;e;719;e;9573;e;24808;e;4169;e;1399;e;2517;e;1159;e;2939;e;1031;e
WZ08-L;Grundstücks- und Wohnungswesen;36062;e;50352;e;13715;e;7575;e;2236;e;9963;e;24003;e;4207;e;23821;e;60317;e;12005;e;3008;e;9779;e;5092;e;9444;e;5029;e
WZ08-M-N;Unternehmensdienstleistungen;37245;e;48783;e;14663;e;4557;e;2844;e;13192;e;30122;e;2649;e;24617;e;57102;e;8133;e;2397;e;9118;e;3946;e;5356;e;3661;e
WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;23300;e;29832;e;9441;e;2195;e;1583;e;8027;e;17676;e;1185;e;11249;e;34252;e;4643;e;1397;e;5244;e;1810;e;2757;e;1793;e
WZ08-N;Sonstige wirtschaftliche Dienstleistungen;13945;e;18951;e;5222;e;2362;e;1261;e;5165;e;12446;e;1464;e;13368;e;22851;e;3489;e;1000;e;3873;e;2136;e;2600;e;1868;e
WZ08-O-T;Öff.u.s.Dienstleist.,Erziehung,Gesundheit,priv.HH;69548;e;86117;e;30975;e;15048;e;5633;e;15996;e;42635;e;11240;e;51124;e;124545;e;26233;e;6744;e;25523;e;13598;e;19060;e;13766;e
WZ08-O-Q;Öffentliche Dienstleistungen, Erziehung,Gesundheit;56965;e;69724;e;24820;e;12800;e;4606;e;12668;e;34796;e;9675;e;42936;e;101854;e;21973;e;5754;e;21451;e;11827;e;15823;e;11774;e
WZ08-O;Öff. Verwaltung, Verteidigung, Sozialversicherung;16375;e;22118;e;9341;e;5305;e;1385;e;4397;e;10938;e;4094;e;14602;e;31896;e;7710;e;1936;e;6972;e;4232;e;5837;e;4125;e
WZ08-P;Erziehung und Unterricht;16171;e;17371;e;6056;e;2648;e;1270;e;2902;e;8990;e;1960;e;10597;e;25612;e;5624;e;1425;e;5447;e;2963;e;3454;e;3028;e
WZ08-Q;Gesundheits- und Sozialwesen;24419;e;30235;e;9423;e;4848;e;1950;e;5369;e;14867;e;3622;e;17737;e;44346;e;8638;e;2392;e;9033;e;4632;e;6532;e;4621;e
WZ08-R-T;Kunst,Unterhaltung,Erholung, sonstige DL, priv.HH;12583;e;16393;e;6154;e;2248;e;1027;e;3328;e;7838;e;1565;e;8188;e;22692;e;4260;e;990;e;4071;e;1771;e;3236;e;1992;e
WZ08-R;Kunst, Unterhaltung und Erholung;3629;e;4797;e;2316;e;627;e;386;e;1269;e;2353;e;435;e;2363;e;6319;e;1039;e;257;e;1384;e;487;e;883;e;493;e
WZ08-S;Erbringung von sonstigen Dienstleistungen;8109;e;10262;e;3641;e;1560;e;600;e;1878;e;5005;e;1095;e;5231;e;14651;e;2842;e;661;e;2602;e;1238;e;2142;e;1456;e
WZ08-T;Private Haushalte;846;e;1333;e;198;e;61;e;41;e;182;e;480;e;35;e;594;e;1721;e;378;e;71;e;86;e;46;e;212;e;43;e
;Insgesamt;376087;e;450025;e;100418;e;54520;e;25959;e;90576;e;217773;e;33219;e;222764;e;530749;e;109376;e;29124;e;91867;e;49217;e;70785;e;46642;e
2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WZ08-A;Land- und Forstwirtschaft, Fischerei;2485;e;4556;e;7;e;1361;e;23;e;72;e;1005;e;1503;e;5419;e;3379;e;2030;e;73;e;1123;e;1380;e;1176;e;985;e
WZ08-B-F;Produzierendes Gewerbe;145185;e;151420;e;15502;e;14138;e;6666;e;15650;e;51107;e;7043;e;66586;e;147949;e;35853;e;9625;e;26628;e;15910;e;17146;e;15379;e
